Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
3327.0,TDW,TRADEWIND,Tradewind Airport,Airport,ASW,RANDALL,AMARILLO,TX,Public Use,35.169889,-101.825861,Yes
3069.0,SNH,SAVANNAH-HARDIN COUNTY,Savannah-Hardin County Airport,Airport,ASO,HARDIN,SAVANNAH,TN,Public Use,35.17025,-88.216722,Yes
3080.0,BGF,WINCHESTER MUNI,Winchester Municipal Airport,Airport,ASO,FRANKLIN,WINCHESTER,TN,Public Use,35.177528,-86.066167,Yes
2389.0,TCC,TUCUMCARI MUNI,Tucumcari Municipal Airport,Airport,ASW,QUAY,TUCUMCARI,NM,Public Use,35.182778,-103.603194,Yes
2162.0,RHP,WESTERN CAROLINA RGNL,Andrews Murphy Airport,Airport,ASO,CHEROKEE,ANDREWS,NC,Public Use,35.19523,-83.863039,Yes
3030.0,M01,GENERAL DEWITT SPAIN,General Dewitt-Spain Airport,Airport,ASO,SHELBY,MEMPHIS,TN,Public Use,35.200694,-90.053972,Yes
2655.0,O13,HADDOCK FIELD,Haddock Field,Airport,ASW,BECKHAM,ERICK,OK,Public Use,35.20075,-99.881056,Yes
2109.0,AKH,GASTONIA MUNI,Gastonia Municipal Airport,Airport,ASO,GASTON,GASTONIA,NC,Public Use,35.202639,-81.149889,Yes
3067.0,SZY,ROBERT SIBLEY,Robert Sibley Airport,Airport,ASO,MC NAIRY,SELMER,TN,Public Use,35.202944,-88.498361,Yes
3028.0,UOS,FRANKLIN COUNTY,Franklin County Airport,Airport,ASO,FRANKLIN,SEWANEE,TN,Public Use,35.205146,-85.898147,Yes
3026.0,FYE,FAYETTE COUNTY,Fayette County Airport,Airport,ASO,FAYETTE,SOMERVILLE,TN,Public Use,35.207694,-89.394444,Yes
404.0,SRC,SEARCY MUNI,Searcy Municipal Airport,Airport,ASW,WHITE,SEARCY,AR,Public Use,35.21061,-91.737539,Yes
2094.0,CLT,CHARLOTTE/DOUGLAS INTL,Charlotte/Douglas Int'l Airport,Airport,ASO,MECKLENBURG,CHARLOTTE,NC,Federalized/Commercial,35.213741,-80.949069,Yes
3079.0,M08,WILLIAM L. WHITEHURST FIELD,William L Whitehurst Field Airport,Airport,ASO,HARDEMAN,BOLIVAR,TN,Public Use,35.215139,-89.04325,Yes
3289.0,AMA,RICK HUSBAND AMARILLO INTL,Amarillo Int'l Airport,Airport,ASW,POTTER,AMARILLO,TX,Federalized/Commercial,35.219361,-101.705917,Yes
3033.0,HDI,HARDWICK FIELD,Hardwick Field,Airport,ASO,BRADLEY,CLEVELAND,TN,Public Use,35.219999,-84.832369,Yes
2133.0,W40,MOUNT OLIVE MUNI,Mt Olive Municipal Airport,Airport,ASO,WAYNE,MOUNT OLIVE,NC,Public Use,35.221444,-78.038611,Yes
2127.0,1A5,MACON COUNTY,Macon County Airport,Airport,ASO,MACON,FRANKLIN,NC,Public Use,35.222615,-83.419063,Yes
420.0,M65,WYNNE MUNI,Wynne Municipal Airport,Airport,ASW,CROSS,WYNNE,AR,Public Use,35.231602,-90.761551,Yes
2088.0,HSE,BILLY MITCHELL,Billy Mitchell Airport,Airport,ASO,DARE,HATTERAS,NC,Public Use,35.232788,-75.617795,Yes
3046.0,2M2,LAWRENCEBURG-LAWRENCE COUNTY,Lawrence Municipal Airport,Airport,ASO,LAWRENCE,LAWRENCEBURG,TN,Public Use,35.234306,-87.257944,Yes
3302.0,2F1,SHAMROCK MUNI,Shamrock Municipal Airport,Airport,ASW,WHEELER,SHAMROCK,TX,Public Use,35.234611,-100.185306,Yes
652.0,SBP,SAN LUIS COUNTY RGNL,San Luis Obispo Co-Mcchesney Field,Airport,AWP,SAN LUIS OBISPO,SAN LUIS OBISPO,CA,Federalized/Commercial,35.237266,-120.642597,Yes
2131.0,SOP,MOORE COUNTY,Moore County Airport,Airport,ASO,MOORE,PINEHURST/SOUTHERN PINES,NC,Public Use,35.237611,-79.388796,Yes
2708.0,OUN,UNIVERSITY OF OKLAHOMA WESTHEIMER,Max Westheimer Airport,Airport,ASW,CLEVELAND,NORMAN,OK,Public Use,35.245556,-97.472139,Yes
3251.0,2E7,MC LEAN/GRAY COUNTY,Mclean/Gray County Airport,Airport,ASW,GRAY,MC LEAN,TX,Public Use,35.246861,-100.546806,Yes
2150.0,EHO,SHELBY-CLEVELAND COUNTY RGNL,Shelby Municipal Airport,Airport,ASO,CLEVELAND,SHELBY,NC,Public Use,35.25575,-81.60075,Yes
400.0,RUE,RUSSELLVILLE RGNL,Russellville Regional Airport,Airport,ASW,POPE,RUSSELLVILLE,AR,Public Use,35.259147,-93.093266,Yes
447.0,IGM,KINGMAN,Kingman Airport,Airport,AWP,MOHAVE,KINGMAN,AZ,Federalized/Commercial,35.259472,-113.938056,Yes
419.0,M60,WOODRUFF COUNTY,Woodruff County Airport,Airport,ASW,WOODRUFF,AUGUSTA,AR,Public Use,35.271906,-91.270331,Yes
2692.0,SRE,SEMINOLE MUNI,Seminole Municipal Airport,Airport,ASW,SEMINOLE,SEMINOLE,OK,Public Use,35.274805,-96.675377,Yes
3018.0,2M8,CHARLES W. BAKER,Charles W Baker Airport,Airport,ASO,SHELBY,MILLINGTON,TN,Public Use,35.279028,-89.931417,Yes
2696.0,GZL,STIGLER RGNL,Stigler Municipal Airport,Airport,ASW,HASKELL,STIGLER,OK,Public Use,35.288165,-95.093893,Yes
2639.0,F36,CORDELL MUNI,Cordell Municipal Airport,Airport,ASW,WASHITA,CORDELL,OK,Public Use,35.297567,-98.967439,Yes
395.0,7M6,PARIS MUNI,Paris Municipal Airport,Airport,ASW,LOGAN,PARIS /SUBIACO/,AR,Public Use,35.299022,-93.681678,Yes
337.0,M74,BALD KNOB MUNI,Bald Knob Municipal Airport,Airport,ASW,WHITE,BALD KNOB,AR,Public Use,35.299472,-91.557694,Yes
443.0,CMR,H.A. CLARK MEMORIAL FIELD,H A Clark Memorial Field,Airport,AWP,COCONINO,WILLIAMS,AZ,Public Use,35.3055,-112.194361,Yes
2408.0,1L4,KIDWELL,Kidwell Airport,Airport,AWP,CLARK,CAL NEV ARI,NV,Public Use,35.305549,-114.882753,Yes
2114.0,0A7,HENDERSONVILLE,Hendersonville-Winkler Airport,Airport,ASO,HENDERSON,HENDERSONVILLE,NC,Public Use,35.307617,-82.433174,Yes
2120.0,24A,JACKSON COUNTY,Jackson County Airport,Airport,ASO,JACKSON,SYLVA,NC,Public Use,35.317434,-83.209916,Yes
488.0,L45,BAKERSFIELD MUNI,Bakersfield Municipal Airport,Airport,AWP,KERN,BAKERSFIELD,CA,Public Use,35.324861,-118.996028,Yes
2122.0,ISO,KINSTON RGNL JETPORT AT STALLINGS FLD,Kinston Regional Jetport,Airport,ASO,LENOIR,KINSTON,NC,Federalized/Commercial,35.331444,-77.608833,Yes
466.0,P23,SELIGMAN,Seligman Airport,Airport,AWP,YAVAPAI,SELIGMAN,AZ,Public Use,35.334917,-112.88625,Yes
361.0,FSM,FORT SMITH RGNL,Fort Smith Regional Airport,Airport,ASW,SEBASTIAN,FORT SMITH,AR,Federalized/Commercial,35.336583,-94.367444,Yes
2638.0,CSM,CLINTON-SHERMAN,Clinton Sherman Airport,Airport,ASW,WASHITA,CLINTON,OK,Public Use,35.339839,-99.200499,Yes
2693.0,SNL,SHAWNEE RGNL,Shawnee Municipal Airport,Airport,ASW,POTTAWATOMIE,SHAWNEE,OK,Public Use,35.357306,-96.942833,Yes
2358.0,E89,CONCHAS LAKE,Conchas Lake Airport,Airport,ASW,SAN MIGUEL,CONCHAS DAM,NM,Public Use,35.367815,-104.180499,Yes
3076.0,THA,TULLAHOMA RGNL ARPT/WM NORTHERN FIELD,Tullahoma Municipal Airport,Airport,ASO,COFFEE,TULLAHOMA,TN,Public Use,35.380016,-86.24669,Yes
2111.0,HRJ,HARNETT RGNL JETPORT,Harnett County Airport,Airport,ASO,HARNETT,ERWIN,NC,Public Use,35.380156,-78.732236,Yes
2130.0,43A,MONTGOMERY COUNTY,Montgomery County Airport,Airport,ASO,MONTGOMERY,STAR,NC,Public Use,35.384654,-79.790262,Yes
3034.0,M29,HASSELL FIELD,Hassell Field,Airport,ASO,WAYNE,CLIFTON,TN,Public Use,35.385075,-87.967528,Yes
2098.0,JQF,CONCORD RGNL,Concord Regional Airport,Airport,ASO,CABARRUS,CONCORD,NC,Public Use,35.387775,-80.709136,Yes
2717.0,OKC,WILL ROGERS WORLD,Will Rogers World Airport,Airport,ASW,OKLAHOMA,OKLAHOMA CITY,OK,Federalized/Commercial,35.393074,-97.600762,Yes
3056.0,MMI,MCMINN COUNTY,Mcminn County Airport,Airport,ASO,MC MINN,ATHENS,TN,Public Use,35.399194,-84.561778,Yes
2679.0,F81,OKEMAH FLYING FIELD,Okemah Flying Field,Airport,ASW,OKFUSKEE,OKEMAH,OK,Public Use,35.402879,-96.305639,Yes
2659.0,F10,HENRYETTA MUNI,Henryetta Municipal Airport,Airport,ASW,OKMULGEE,HENRYETTA,OK,Public Use,35.40688,-96.015833,Yes
2155.0,VUJ,STANLY COUNTY,Stanly County Airport,Airport,ASO,STANLY,ALBEMARLE,NC,Public Use,35.416695,-80.150796,Yes
2149.0,FQD,RUTHERFORD CO - MARCHMAN FIELD,Rutherford County Airport,Airport,ASO,RUTHERFORD,RUTHERFORDTON,NC,Public Use,35.428222,-81.935078,Yes
2646.0,ELK,ELK CITY RGNL BUSINESS,Elk City Municipal Airport,Airport,ASW,BECKHAM,ELK CITY,OK,Public Use,35.430778,-99.394278,Yes
592.0,BFL,MEADOWS FIELD,Kern County-Meadows Field,Airport,AWP,KERN,BAKERSFIELD,CA,Federalized/Commercial,35.433861,-119.057667,Yes
2087.0,AVL,ASHEVILLE RGNL,Asheville Regional Airport,Airport,ASO,BUNCOMBE,ASHEVILLE,NC,Public Use,35.436194,-82.541806,Yes
2689.0,JSV,SALLISAW MUNI,Sallisaw Municipal Airport,Airport,ASW,SEQUOYAH,SALLISAW,OK,Public Use,35.43825,-94.802917,Yes
2418.0,1L3,SEARCHLIGHT,Searchlight Airport,Airport,AWP,CLARK,SEARCHLIGHT,NV,Public Use,35.444556,-114.909361,Yes
2161.0,GWW,WAYNE EXECUTIVE JETPORT,Goldsboro Wayne Municipal Airport,Airport,ASO,WAYNE,GOLDSBORO,NC,Public Use,35.460556,-77.964917,Yes
349.0,H35,CLARKSVILLE MUNI,Clarksville Municipal Airport,Airport,ASW,JOHNSON,CLARKSVILLE,AR,Public Use,35.470694,-93.427155,Yes
2645.0,RQO,EL RENO RGNL,El Reno Municipal Air Park,Airport,ASW,CANADIAN,EL RENO,OK,Public Use,35.472728,-98.005856,Yes
2686.0,O47,PRAGUE MUNI,Prague Municipal Airport,Airport,ASW,LINCOLN,PRAGUE,OK,Public Use,35.482351,-96.7187,Yes
2125.0,IPJ,LINCOLNTON-LINCOLN COUNTY RGNL,Lincoln County Airport,Airport,ASO,LINCOLN,LINCOLNTON,NC,Public Use,35.483333,-81.16125,Yes
3051.0,2A0,MARK ANTON,Mark Anton Airport,Airport,ASO,RHEA,DAYTON,TN,Public Use,35.48625,-84.931083,Yes
2635.0,RCE,CLARENCE E PAGE MUNI,Clarence E Page Municipal Airport,Airport,ASW,CANADIAN,OKLAHOMA CITY,OK,Public Use,35.488083,-97.823556,Yes
3024.0,LUG,ELLINGTON,Ellington Airport,Airport,ASO,MARSHALL,LEWISBURG,TN,Public Use,35.506972,-86.803889,Yes
660.0,MIT,SHAFTER-MINTER FIELD,Shafter Airport Mintor Field,Airport,AWP,KERN,SHAFTER,CA,Public Use,35.507475,-119.192134,Yes
394.0,7M5,OZARK-FRANKLIN COUNTY,Ozark-Franklin County Airport,Airport,ASW,FRANKLIN,OZARK,AR,Public Use,35.510696,-93.839308,Yes
2365.0,GUP,GALLUP MUNI,Gallup Municipal Airport,Airport,ASW,MC KINLEY,GALLUP,NM,Public Use,35.511058,-108.789309,Yes
367.0,HBZ,HEBER SPRINGS MUNI,Heber Springs Municipal Airport,Airport,ASW,CLEBURNE,HEBER SPRINGS,AR,Public Use,35.511694,-92.013009,Yes
382.0,6M8,MARKED TREE MUNI,Marked Tree Municipal Airport,Airport,ASW,POINSETT,MARKED TREE,AR,Public Use,35.53309,-90.400089,Yes
2716.0,PWA,WILEY POST,Wiley Post Airport,Airport,ASW,OKLAHOMA,OKLAHOMA CITY,OK,Public Use,35.534167,-97.647056,Yes
2637.0,CLK,CLINTON RGNL,Clinton Municipal Airport,Airport,ASW,CUSTER,CLINTON,OK,Public Use,35.538272,-98.932789,Yes
2121.0,JNX,JOHNSTON COUNTY,Johnston County Airport,Airport,ASO,JOHNSTON,SMITHFIELD,NC,Public Use,35.540944,-78.390333,Yes
3058.0,MNV,MONROE COUNTY,Monroe County Airport,Airport,ASO,MONROE,MADISONVILLE,TN,Public Use,35.545222,-84.380389,Yes
2704.0,OJA,THOMAS P STAFFORD,Thomas P Stafford Airport,Airport,ASW,CUSTER,WEATHERFORD,OK,Public Use,35.545806,-98.6685,Yes
3041.0,0M3,JOHN A BAKER FLD,John A Baker Field,Airport,ASO,LEWIS,HOHENWALD,TN,Public Use,35.545972,-87.597333,Yes
3053.0,MRC,MAURY COUNTY,Maury Regional Airport,Airport,ASO,MAURY,COLUMBIA/MOUNT PLEASANT,TN,Public Use,35.554389,-87.179139,Yes
3014.0,SYI,BOMAR FIELD-SHELBYVILLE MUNI,Bomar Field-Shelbyville Municipal,Airport,ASO,BEDFORD,SHELBYVILLE,TN,Public Use,35.559389,-86.442472,Yes
2119.0,7W6,HYDE COUNTY,Hyde County Airport,Airport,ASO,HYDE,ENGELHARD,NC,Public Use,35.562111,-75.955611,Yes
2160.0,OCW,WARREN FIELD,Warren Field,Airport,ASO,BEAUFORT,WASHINGTON,NC,Public Use,35.570472,-77.049806,Yes
2143.0,TTA,RALEIGH EXEC JETPORT AT SANFORD-LEE COUNTY,Sanford-Lee County Regional Airport,Airport,ASO,LEE,SANFORD,NC,Public Use,35.582444,-79.101333,Yes
3019.0,M04,COVINGTON MUNI,Covington Municipal Airport,Airport,ASO,TIPTON,COVINGTON,TN,Public Use,35.583365,-89.587222,Yes
3064.0,M15,PERRY COUNTY,Perry County Airport,Airport,ASO,PERRY,LINDEN,TN,Public Use,35.595903,-87.876694,Yes
350.0,CCA,CLINTON MUNI,Clinton Municipal Airport,Airport,ASW,VAN BUREN,CLINTON,AR,Public Use,35.597769,-92.451617,Yes
3055.0,MKL,MC KELLAR-SIPES RGNL,Mckellar-Sipes Regional Airport,Airport,ASO,MADISON,JACKSON,TN,Public Use,35.599889,-88.915611,Yes
2700.0,HSD,SUNDANCE AIRPARK,Sundance Airpark,Airport,ASW,CANADIAN,OKLAHOMA CITY,OK,Public Use,35.601833,-97.706167,Yes
2675.0,93F,MIGNON LAIRD MUNI,Mignon Laird Municipal Airport,Airport,ASW,ROGER MILLS,CHEYENNE,OK,Public Use,35.603222,-99.703,Yes
3279.0,PPA,PERRY LEFORS FIELD,Perry Lefors Field,Airport,ASW,GRAY,PAMPA,TX,Public Use,35.613,-100.99625,Yes
2123.0,14A,LAKE NORMAN AIRPARK,Lake Norman Airport,Airport,ASO,IREDELL,MOORESVILLE,NC,Public Use,35.613869,-80.899431,Yes
2383.0,SAF,SANTA FE MUNI,Santa Fe Municipal Airport,Airport,ASW,SANTA FE,SANTA FE,NM,Federalized/Commercial,35.617111,-106.089417,Yes
681.0,L19,WASCO-KERN COUNTY,Wasco Aviation,Airport,AWP,KERN,WASCO,CA,Public Use,35.619861,-119.353722,Yes
2140.0,PGV,PITT-GREENVILLE,Pitt-Greenville Airport,Airport,ASO,PITT,GREENVILLE,NC,Public Use,35.63525,-77.385306,Yes
390.0,M19,NEWPORT MUNI,Newport Municipal Airport,Airport,ASW,JACKSON,NEWPORT,AR,Public Use,35.637722,-91.176389,Yes
2148.0,RUQ,ROWAN COUNTY,Rowan County Airport,Airport,ASO,ROWAN,SALISBURY,NC,Public Use,35.645889,-80.520278,Yes
475.0,40G,VALLE,Valle Airport,Airport,AWP,COCONINO,GRAND CANYON,AZ,Public Use,35.650646,-112.148054,Yes
478.0,RQE,WINDOW ROCK,Window Rock Airport,Airport,AWP,APACHE,WINDOW ROCK,AZ,Public Use,35.652056,-109.067389,Yes
2371.0,LVS,LAS VEGAS MUNI,Las Vegas Municipal Airport,Airport,ASW,SAN MIGUEL,LAS VEGAS,NM,Public Use,35.654222,-105.142389,Yes
2086.0,HBI,ASHEBORO RGNL,Asheboro Regional Airport,Airport,ASO,RANDOLPH,ASHEBORO,NC,Public Use,35.654528,-79.89475,Yes
3012.0,PVE,BEECH RIVER RGNL,Beech River Regional Airport,Airport,ASO,HENDERSON,LEXINGTON-PARSONS,TN,Public Use,35.656362,-88.195352,Yes
2643.0,MKO,DAVIS FIELD,Davis Field,Airport,ASW,MUSKOGEE,MUSKOGEE,OK,Public Use,35.65775,-95.361639,Yes
565.0,IYK,INYOKERN,Inyokern Airport,Airport,AWP,KERN,INYOKERN,CA,Public Use,35.658741,-117.829533,Yes
2680.0,OKM,OKMULGEE RGNL,Okmulgee Municipal Airport,Airport,ASW,OKMULGEE,OKMULGEE,OK,Public Use,35.668139,-95.948694,Yes
621.0,PRB,PASO ROBLES MUNI,Paso Robles Municipal Airport,Airport,AWP,SAN LUIS OBISPO,PASO ROBLES,CA,Public Use,35.672889,-120.627083,Yes
393.0,7M4,OSCEOLA MUNI,Osceola Municipal Airport,Airport,ASW,MISSISSIPPI,OSCEOLA,AR,Public Use,35.691146,-90.01012,Yes
3078.0,RNC,WARREN COUNTY MEMORIAL,Warren County Memorial Airport,Airport,ASO,WARREN,MC MINNVILLE,TN,Public Use,35.698709,-85.843817,Yes
3212.0,BGD,HUTCHINSON COUNTY,Hutchinson County Airport,Airport,ASW,HUTCHINSON,BORGER,TX,Public Use,35.700894,-101.393663,Yes
2151.0,5W8,SILER CITY MUNI,Siler City Municipal Airport,Airport,ASO,CHATHAM,SILER CITY,NC,Public Use,35.704275,-79.504298,Yes
2359.0,0E8,CROWNPOINT,Crownpoint Airport,Airport,ASW,MC KINLEY,CROWNPOINT,NM,Public Use,35.717659,-108.201596,Yes
2630.0,CQB,CHANDLER RGNL,Chandler Municipal Airport,Airport,ASW,LINCOLN,CHANDLER,OK,Public Use,35.724083,-96.820278,Yes
338.0,BVX,BATESVILLE RGNL,Batesville Regional Airport,Airport,ASW,INDEPENDENCE,BATESVILLE,AR,Public Use,35.726222,-91.647444,Yes
571.0,L05,KERN VALLEY,Kern Valley Airport,Airport,AWP,KERN,KERNVILLE,CA,Public Use,35.728222,-118.419722,Yes
2703.0,1O4,THOMAS MUNI,Thomas Municipal Airport,Airport,ASW,CUSTER,THOMAS,OK,Public Use,35.733661,-98.730535,Yes
2116.0,HKY,HICKORY RGNL,Hickory Regional Airport,Airport,ASO,CATAWBA,HICKORY,NC,Public Use,35.741146,-81.389549,Yes
529.0,DLO,DELANO MUNI,Delano Municipal Airport,Airport,AWP,KERN,DELANO,CA,Public Use,35.745556,-119.2365,Yes
2156.0,SVH,STATESVILLE RGNL,Statesville Municipal Airport,Airport,ASO,IREDELL,STATESVILLE,NC,Public Use,35.765,-80.953889,Yes
2407.0,0L7,JEAN,Jean Airport,Airport,AWP,CLARK,JEAN,NV,Public Use,35.768272,-115.329638,Yes
2165.0,W03,WILSON INDUSTRIAL AIR CENTER,Wilson Municipal Airport,Airport,ASO,WILSON,WILSON,NC,Public Use,35.770407,-77.969791,Yes
2102.0,EXX,DAVIDSON COUNTY,Davidson County Airport,Airport,ASO,DAVIDSON,LEXINGTON,NC,Public Use,35.781139,-80.303778,Yes
2698.0,SUD,STROUD MUNI,Stroud Municipal Airport,Airport,ASW,LINCOLN,STROUD,OK,Public Use,35.789583,-96.655667,Yes
2420.0,3L2,SKY RANCH,Sky Ranch Airport,Airport,AWP,CLARK,SANDY VALLEY,NV,Public Use,35.792944,-115.626417,Yes
2142.0,W17,RALEIGH EAST,Raleigh East Airport,Airport,ASO,WAKE,KNIGHTDALE,NC,Public Use,35.797722,-78.43701,Yes
3037.0,M53,HUMBOLDT MUNI,Humboldt Municipal Airport,Airport,ASO,GIBSON,HUMBOLDT,TN,Public Use,35.80218,-88.874949,Yes
2664.0,3F7,JONES MEMORIAL,Jones Memorial Airport,Airport,ASW,CREEK,BRISTOW,OK,Public Use,35.806853,-96.421856,Yes
2141.0,PMZ,PLYMOUTH MUNI,Plymouth Municipal Airport,Airport,ASO,WASHINGTON,PLYMOUTH,NC,Public Use,35.810778,-76.758361,Yes
3054.0,TYS,MC GHEE TYSON,Mcghee Tyson Airport,Airport,ASO,BLOUNT,KNOXVILLE,TN,Federalized/Commercial,35.810972,-83.994028,Yes
672.0,L72,TRONA,Trona Airport,Airport,AWP,INYO,TRONA,CA,Public Use,35.812667,-117.326917,Yes
2108.0,MRN,FOOTHILLS REGIONAL,Foothills Regional Airport,Airport,ASO,CALDWELL,MORGANTON,NC,Public Use,35.820234,-81.611412,Yes
2115.0,N97,HIATT,Hiatt Airport,Airport,ASO,DAVIDSON,THOMASVILLE,NC,Public Use,35.830137,-80.107545,Yes
373.0,JBR,JONESBORO MUNI,Jonesboro Municipal Airport,Airport,ASW,CRAIGHEAD,JONESBORO,AR,Public Use,35.831722,-90.646417,Yes
2658.0,2K9,HASKELL,Haskell Airport,Airport,ASW,MUSKOGEE,HASKELL,OK,Public Use,35.832861,-95.667417,Yes
3017.0,GHM,CENTERVILLE MUNI,Centerville Municipal Airport,Airport,ASO,HICKMAN,CENTERVILLE,TN,Public Use,35.837417,-87.445389,Yes
2653.0,GOK,GUTHRIE-EDMOND RGNL,Guthrie Municipal Airport,Airport,ASW,LOGAN,GUTHRIE,OK,Public Use,35.851523,-97.416178,Yes
2147.0,RWI,ROCKY MOUNT-WILSON RGNL,Rocky Mount-Wilson Regional Airport,Airport,ASO,NASH,ROCKY MOUNT,NC,Public Use,35.856253,-77.891933,Yes
3260.0,DUX,MOORE COUNTY,Moore County Airport,Airport,ASW,MOORE,DUMAS,TX,Public Use,35.857431,-102.013309,Yes
3029.0,GKT,GATLINBURG-PIGEON FORGE,Gatlinburg-Pigeon Forge Airport,Airport,ASO,SEVIER,SEVIERVILLE,TN,Public Use,35.857759,-83.528705,Yes
2128.0,MCZ,MARTIN COUNTY,Martin County Airport,Airport,ASO,MARTIN,WILLIAMSTON,NC,Public Use,35.862193,-77.178203,Yes
389.0,7M2,MOUNTAIN VIEW WILCOX MEMORIAL FIELD,Harry E Wilcox Memorial Field,Airport,ASW,STONE,MOUNTAIN VIEW,AR,Public Use,35.86448,-92.090339,Yes
2712.0,JWG,WATONGA RGNL,Watonga Airport,Airport,ASW,BLAINE,WATONGA,OK,Public Use,35.864556,-98.42075,Yes
2117.0,N61,HINSHAW (GREENACRES),Hinshaw Airport,Airport,ASO,ALAMANCE,LIBERTY,NC,Public Use,35.873748,-79.527522,Yes
3060.0,MBT,MURFREESBORO MUNI,Murfreesboro Municipal Airport,Airport,ASO,RUTHERFORD,MURFREESBORO,TN,Public Use,35.877472,-86.377528,Yes
2144.0,RDU,RALEIGH-DURHAM INTL,Raleigh/Durham Int'l Airport,Airport,ASO,WAKE,RALEIGH/DURHAM,NC,Federalized/Commercial,35.877639,-78.787472,Yes
2376.0,LAM,LOS ALAMOS,Los Alamos Airport,Airport,ASW,LOS ALAMOS,LOS ALAMOS,NM,Public Use,35.879686,-106.268686,Yes
379.0,MXA,MANILA MUNI,Manila Municipal Airport,Airport,ASW,MISSISSIPPI,MANILA,AR,Public Use,35.894444,-90.154583,Yes
3203.0,HHF,HEMPHILL COUNTY,Hemphill County Airport,Airport,ASW,HEMPHILL,CANADIAN,TX,Public Use,35.895111,-100.403889,Yes
403.0,4A5,SEARCY COUNTY,Searcy County Airport,Airport,ASW,SEARCY,MARSHALL,AR,Public Use,35.896986,-92.658956,Yes
3011.0,M31,ARNOLD FIELD,Arnold Field,Airport,ASO,LAUDERDALE,HALLS,TN,Public Use,35.903407,-89.397294,Yes
2093.0,2A5,CAUSEY,Causey Aviation,Airport,ASO,GUILFORD,LIBERTY,NC,Public Use,35.911786,-79.617646,Yes
2159.0,8A7,TWIN LAKES,Twin Lakes Airport,Airport,ASO,DAVIE,MOCKSVILLE,NC,Public Use,35.914915,-80.456806,Yes
2101.0,MQI,DARE COUNTY RGNL,Dare County Regional Airport,Airport,ASO,DARE,MANTEO,NC,Public Use,35.918983,-75.695536,Yes
3068.0,RKW,ROCKWOOD MUNI,Rockwood Municipal Airport,Airport,ASO,MORGAN,ROCKWOOD,TN,Public Use,35.922333,-84.689778,Yes
2701.0,TQH,TAHLEQUAH MUNI,Tahlequah Municipal Airport,Airport,ASW,CHEROKEE,TAHLEQUAH,OK,Public Use,35.930278,-95.004528,Yes
3031.0,TGC,GIBSON COUNTY,Gibson County Airport,Airport,ASO,GIBSON,TRENTON,TN,Public Use,35.932455,-88.84894,Yes
2118.0,IGX,HORACE WILLIAMS,Horace Williams Airport,Airport,ASO,ORANGE,CHAPEL HILL,NC,Public Use,35.935,-79.065908,Yes
2157.0,ETC,TARBORO-EDGECOMBE,Tarboro-Edgecombe Airport,Airport,ASO,EDGECOMBE,TARBORO,NC,Public Use,35.937267,-77.546482,Yes
343.0,HKA,BLYTHEVILLE MUNI,Blytheville Municipal Airport,Airport,ASW,MISSISSIPPI,BLYTHEVILLE,AR,Public Use,35.940417,-89.830806,Yes
2154.0,3A4,SOUTHEAST GREENSBORO,Southeast Greensboro Airport,Airport,ASO,GUILFORD,GREENSBORO,NC,Public Use,35.941944,-79.6855,Yes
2394.0,BVU,BOULDER CITY MUNI,Boulder City Municipal Airport,Airport,AWP,CLARK,BOULDER CITY,NV,Public Use,35.94748,-114.861097,Yes
2641.0,CUH,CUSHING MUNI,Cushing Municipal Airport,Airport,ASW,PAYNE,CUSHING,OK,Public Use,35.950028,-96.773417,Yes
3020.0,CSV,CROSSVILLE MEMORIAL-WHITSON FIELD,Crossville Memorial Airport,Airport,ASO,CUMBERLAND,CROSSVILLE,TN,Public Use,35.951292,-85.084978,Yes
441.0,GCN,GRAND CANYON NATIONAL PARK,Grand Canyon National Park Airport,Airport,AWP,COCONINO,GRAND CANYON,AZ,Public Use,35.952361,-112.146972,Yes
3044.0,DKX,KNOXVILLE DOWNTOWN ISLAND,Knoxville Downtown Island Airport,Airport,ASO,KNOX,KNOXVILLE,TN,Public Use,35.963833,-83.873667,Yes
336.0,BYH,ARKANSAS INTL,Arkansas Int'l Airport,Airport,ASW,MISSISSIPPI,BLYTHEVILLE,AR,Public Use,35.964333,-89.943944,Yes
2405.0,HND,HENDERSON EXECUTIVE,Henderson Executive Airport,Airport,AWP,CLARK,LAS VEGAS,NV,Federalized/Commercial,35.972861,-115.134444,Yes
3071.0,0A3,SMITHVILLE MUNI,Smithville Municipal Airport,Airport,ASO,DE KALB,SMITHVILLE,TN,Public Use,35.985444,-85.809111,Yes
3022.0,DYR,DYERSBURG RGNL,Dyersburg Municipal Airport,Airport,ASO,DYER,DYERSBURG,TN,Public Use,35.997972,-89.406583,Yes
357.0,FYV,DRAKE FIELD,Drake Field,Airport,ASW,WASHINGTON,FAYETTEVILLE,AR,Public Use,36.005083,-94.170056,Yes
3072.0,MQY,SMYRNA,Smyrna Airport,Airport,ASO,RUTHERFORD,SMYRNA,TN,Public Use,36.008972,-86.520083,Yes
3013.0,0M4,BENTON COUNTY,Benton County Airport,Airport,ASO,BENTON,CAMDEN,TN,Public Use,36.009542,-88.124728,Yes
2107.0,FFA,FIRST FLIGHT,First Flight Airport,Airport,ASO,DARE,KILL DEVIL HILLS,NC,Public Use,36.018223,-75.671287,Yes
