,city,company,salary,summary,title
892,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
893,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
894,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
895,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
896,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
897,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
898,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
899,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
900,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
901,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
902,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
903,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
904,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
905,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
906,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
907,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
908,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
909,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
910,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
911,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
912,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
913,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
914,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
915,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
916,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
917,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
918,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
919,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
920,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
921,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
922,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
923,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
924,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
925,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
926,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
927,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
928,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
929,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
930,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
931,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
932,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
933,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
934,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
935,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
936,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
937,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
938,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
939,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
940,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
941,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
942,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
943,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
944,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
945,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
946,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
947,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
948,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
949,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
950,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
951,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
952,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
953,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
954,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
955,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
956,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
957,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
958,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
959,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
960,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
961,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
962,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
963,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
964,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
965,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
966,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
967,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
968,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
969,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
970,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
971,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
972,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
973,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
974,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
975,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
976,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
977,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
978,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
979,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
980,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
981,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
982,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
983,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
984,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
985,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
986,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
987,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
988,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
989,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
990,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
991,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
992,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
993,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
994,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
995,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
996,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
997,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
998,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
999,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1000,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
1001,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
1002,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1003,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1004,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1005,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1006,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1007,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1008,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1009,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
1010,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
1011,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
1012,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1013,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
1014,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
1015,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1016,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1017,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1018,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1019,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1020,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1021,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1022,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
1023,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
1024,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
1025,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1026,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
1027,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1028,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
1029,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
1030,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1031,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1032,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1033,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1034,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1035,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
1036,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1037,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
1038,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1039,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
1040,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1041,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
1042,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
1043,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1044,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1045,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1046,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1047,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1048,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1049,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
1050,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
1051,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
1052,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1053,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
1054,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1055,Austin,CBIG Recruiting & Staffing,,"Serve as the Data Guru of the company - i.e be aware of data streams captured in the company in any format (structured, unstructured, semi-structured, external...",Sr. Data Scientist Contractor
1056,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
1057,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
1058,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1059,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1060,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1061,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1062,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1063,Austin,Gallup,,"Gallup data scientists help clients effectively use data to make better decisions. Experience merging and analyzing large, diverse data sources — especially...",Data Scientist – Predictive Analytics
1064,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1065,Austin,"RetailMeNot, Inc.",,"Collaborate effectively with engineers, data scientists, product managers and other internal customers ....",Sr. Data Scientist
1066,Austin,Indeed,,Work closely with stakeholders on the data demand side (analysts and data scientists). Develop and maintain data dictionary for published data sources....,Data Engineer
1067,Austin,Amazon,,Are you interested in building data pipelines that process petabytes of customer behavior data? Strong grasp of data structures and algorithms....,"Software Development Engineer, Big Data"
1068,Austin,CyberCoders,,"You will be in charge of performing data analysis on test data in order to demonstrate return on investment in regards to yield, and quality....",Data Analysis Engineer
1069,Austin,MaxPoint,,"Senior Data Scientist – Machine Learning. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist - Machine Learning
1070,Austin,MaxPoint,,"Senior Data Scientist. Mentor other data scientists in algorithms, models, tools, and products that make the team more efficient....",Senior Data Scientist
1071,Austin,Indeed,,How a Data Scientist works. As a Data Scientist at Indeed your role is to follow the data. Can fish for data:. Can do small data modeling work:....,Data Scientist
1072,Austin,Natera,,Collects and researches data; Uses intuition and experience to complement data; Must be proficient with excel or other data analysis tools....,Senior Director of Operations
1073,Austin,Micron,,"Working knowledge of fundamental Computer Science algorithms and data structures. Prior experience with testing file systems, block storage systems, RAID SW/FW,...",Storage Software SQA Architect Job
1074,Austin,CCC Information Services Inc.,,"Design, optimize and operate data models used to store the data in the data stores. Strong development skills around Amazon data services – EMR, DynamoDB, RDS,...",Sr. Java Developer
1075,Austin,Amazon Corporate LLC,,"Solid background in algorithms and data structures. Prior experience with data mining, databases, or massively parallel systems is a plus....",Software Development Manager - Promise Team
1076,Austin,University of Texas at Austin,"$6,250 - $10,833 a month","Experience with digital data distribution techniques including middlewares. Control, interface with hardware, data distribution/acquisition and low-rate...",Engineering Scientist - Senior Software Defined Radio Receiv...
1077,Austin,Sense Corp,,Data analyst/data scientist role:. Perform data analysis and work with large volumes of data. Compile data from several different sources and determine...,Data Scientist
