Year,Artist,Track,Week,Rank
2000,Destiny's Child,Jumpin' Jumpin',13 ,6
2000,Destiny's Child,Jumpin' Jumpin',14 ,4
2000,Destiny's Child,Jumpin' Jumpin',15 ,3
2000,Destiny's Child,Jumpin' Jumpin',16 ,4
2000,Destiny's Child,Jumpin' Jumpin',17 ,3
2000,Destiny's Child,Jumpin' Jumpin',18 ,3
2000,Destiny's Child,Jumpin' Jumpin',19 ,3
2000,Destiny's Child,Jumpin' Jumpin',2 ,71
2000,Destiny's Child,Jumpin' Jumpin',20 ,3
2000,Destiny's Child,Jumpin' Jumpin',21 ,4
2000,Destiny's Child,Jumpin' Jumpin',22 ,4
2000,Destiny's Child,Jumpin' Jumpin',23 ,6
2000,Destiny's Child,Jumpin' Jumpin',24 ,7
2000,Destiny's Child,Jumpin' Jumpin',25 ,6
2000,Destiny's Child,Jumpin' Jumpin',26 ,8
2000,Destiny's Child,Jumpin' Jumpin',27 ,10
2000,Destiny's Child,Jumpin' Jumpin',28 ,15
2000,Destiny's Child,Jumpin' Jumpin',29 ,24
2000,Destiny's Child,Jumpin' Jumpin',3 ,65
2000,Destiny's Child,Jumpin' Jumpin',30 ,30
2000,Destiny's Child,Jumpin' Jumpin',31 ,35
2000,Destiny's Child,Jumpin' Jumpin',32 ,39
2000,Destiny's Child,Jumpin' Jumpin',4 ,62
2000,Destiny's Child,Jumpin' Jumpin',5 ,57
2000,Destiny's Child,Jumpin' Jumpin',6 ,50
2000,Destiny's Child,Jumpin' Jumpin',7 ,40
2000,Destiny's Child,Jumpin' Jumpin',8 ,37
2000,Destiny's Child,Jumpin' Jumpin',9 ,22
2000,Destiny's Child,Say My Name,1 ,83
2000,Destiny's Child,Say My Name,10 ,18
2000,Destiny's Child,Say My Name,11 ,17
2000,Destiny's Child,Say My Name,12 ,14
2000,Destiny's Child,Say My Name,13 ,1
2000,Destiny's Child,Say My Name,14 ,1
2000,Destiny's Child,Say My Name,15 ,1
2000,Destiny's Child,Say My Name,16 ,2
2000,Destiny's Child,Say My Name,17 ,2
2000,Destiny's Child,Say My Name,18 ,3
2000,Destiny's Child,Say My Name,19 ,5
2000,Destiny's Child,Say My Name,2 ,83
2000,Destiny's Child,Say My Name,20 ,5
2000,Destiny's Child,Say My Name,21 ,5
2000,Destiny's Child,Say My Name,22 ,7
2000,Destiny's Child,Say My Name,23 ,10
2000,Destiny's Child,Say My Name,24 ,13
2000,Destiny's Child,Say My Name,25 ,14
2000,Destiny's Child,Say My Name,26 ,18
2000,Destiny's Child,Say My Name,27 ,23
2000,Destiny's Child,Say My Name,28 ,23
2000,Destiny's Child,Say My Name,29 ,34
2000,Destiny's Child,Say My Name,3 ,44
2000,Destiny's Child,Say My Name,30 ,37
2000,Destiny's Child,Say My Name,31 ,43
2000,Destiny's Child,Say My Name,32 ,47
2000,Destiny's Child,Say My Name,4 ,38
2000,Destiny's Child,Say My Name,5 ,16
2000,Destiny's Child,Say My Name,6 ,13
2000,Destiny's Child,Say My Name,7 ,16
2000,Destiny's Child,Say My Name,8 ,16
2000,Destiny's Child,Say My Name,9 ,16
2000,"Diffie, Joe",It's Always Somethin,1 ,81
2000,"Diffie, Joe",It's Always Somethin,10 ,85
2000,"Diffie, Joe",It's Always Somethin,11 ,92
2000,"Diffie, Joe",It's Always Somethin,12 ,92
2000,"Diffie, Joe",It's Always Somethin,14 ,99
2000,"Diffie, Joe",It's Always Somethin,15 ,100
2000,"Diffie, Joe",It's Always Somethin,2 ,78
2000,"Diffie, Joe",It's Always Somethin,3 ,67
2000,"Diffie, Joe",It's Always Somethin,4 ,63
2000,"Diffie, Joe",It's Always Somethin,5 ,60
2000,"Diffie, Joe",It's Always Somethin,6 ,57
2000,"Diffie, Joe",It's Always Somethin,7 ,63
2000,"Diffie, Joe",It's Always Somethin,8 ,69
2000,"Diffie, Joe",It's Always Somethin,9 ,78
2000,"Diffie, Joe",The Quittin' Kind,1 ,98
2000,"Diffie, Joe",The Quittin' Kind,2 ,100
2000,"Diffie, Joe",The Quittin' Kind,3 ,100
2000,"Diffie, Joe",The Quittin' Kind,4 ,90
2000,"Diffie, Joe",The Quittin' Kind,5 ,93
2000,"Diffie, Joe",The Quittin' Kind,6 ,94
2000,"Dion, Celine",That's The Way It Is,1 ,74
2000,"Dion, Celine",That's The Way It Is,10 ,14
2000,"Dion, Celine",That's The Way It Is,11 ,11
2000,"Dion, Celine",That's The Way It Is,12 ,8
2000,"Dion, Celine",That's The Way It Is,13 ,9
2000,"Dion, Celine",That's The Way It Is,14 ,10
2000,"Dion, Celine",That's The Way It Is,15 ,11
2000,"Dion, Celine",That's The Way It Is,16 ,11
2000,"Dion, Celine",That's The Way It Is,17 ,6
2000,"Dion, Celine",That's The Way It Is,18 ,8
2000,"Dion, Celine",That's The Way It Is,19 ,7
2000,"Dion, Celine",That's The Way It Is,2 ,68
2000,"Dion, Celine",That's The Way It Is,20 ,7
2000,"Dion, Celine",That's The Way It Is,21 ,9
2000,"Dion, Celine",That's The Way It Is,22 ,10
2000,"Dion, Celine",That's The Way It Is,23 ,14
2000,"Dion, Celine",That's The Way It Is,24 ,16
2000,"Dion, Celine",That's The Way It Is,25 ,26
2000,"Dion, Celine",That's The Way It Is,26 ,31
2000,"Dion, Celine",That's The Way It Is,27 ,35
2000,"Dion, Celine",That's The Way It Is,28 ,42
2000,"Dion, Celine",That's The Way It Is,3 ,65
2000,"Dion, Celine",That's The Way It Is,4 ,49
2000,"Dion, Celine",That's The Way It Is,5 ,44
2000,"Dion, Celine",That's The Way It Is,6 ,34
2000,"Dion, Celine",That's The Way It Is,7 ,30
2000,"Dion, Celine",That's The Way It Is,8 ,30
2000,"Dion, Celine",That's The Way It Is,9 ,17
2000,"Dixie Chicks, The",Cold Day In July,1 ,80
2000,"Dixie Chicks, The",Cold Day In July,10 ,91
2000,"Dixie Chicks, The",Cold Day In July,2 ,79
2000,"Dixie Chicks, The",Cold Day In July,3 ,76
2000,"Dixie Chicks, The",Cold Day In July,4 ,72
2000,"Dixie Chicks, The",Cold Day In July,5 ,68
2000,"Dixie Chicks, The",Cold Day In July,6 ,68
2000,"Dixie Chicks, The",Cold Day In July,7 ,65
2000,"Dixie Chicks, The",Cold Day In July,8 ,70
2000,"Dixie Chicks, The",Cold Day In July,9 ,84
2000,"Dixie Chicks, The",Cowboy Take Me Away,1 ,79
2000,"Dixie Chicks, The",Cowboy Take Me Away,10 ,27
2000,"Dixie Chicks, The",Cowboy Take Me Away,11 ,27
2000,"Dixie Chicks, The",Cowboy Take Me Away,12 ,27
2000,"Dixie Chicks, The",Cowboy Take Me Away,13 ,31
2000,"Dixie Chicks, The",Cowboy Take Me Away,14 ,37
2000,"Dixie Chicks, The",Cowboy Take Me Away,15 ,40
2000,"Dixie Chicks, The",Cowboy Take Me Away,16 ,47
2000,"Dixie Chicks, The",Cowboy Take Me Away,17 ,51
2000,"Dixie Chicks, The",Cowboy Take Me Away,18 ,56
2000,"Dixie Chicks, The",Cowboy Take Me Away,19 ,59
2000,"Dixie Chicks, The",Cowboy Take Me Away,2 ,72
2000,"Dixie Chicks, The",Cowboy Take Me Away,20 ,59
2000,"Dixie Chicks, The",Cowboy Take Me Away,3 ,70
2000,"Dixie Chicks, The",Cowboy Take Me Away,4 ,61
2000,"Dixie Chicks, The",Cowboy Take Me Away,5 ,52
2000,"Dixie Chicks, The",Cowboy Take Me Away,6 ,52
2000,"Dixie Chicks, The",Cowboy Take Me Away,7 ,52
2000,"Dixie Chicks, The",Cowboy Take Me Away,8 ,39
2000,"Dixie Chicks, The",Cowboy Take Me Away,9 ,31
2000,"Dixie Chicks, The",Goodbye Earl,1 ,40
2000,"Dixie Chicks, The",Goodbye Earl,10 ,61
2000,"Dixie Chicks, The",Goodbye Earl,11 ,86
2000,"Dixie Chicks, The",Goodbye Earl,12 ,88
2000,"Dixie Chicks, The",Goodbye Earl,13 ,96
2000,"Dixie Chicks, The",Goodbye Earl,14 ,96
2000,"Dixie Chicks, The",Goodbye Earl,15 ,98
2000,"Dixie Chicks, The",Goodbye Earl,2 ,29
2000,"Dixie Chicks, The",Goodbye Earl,3 ,24
2000,"Dixie Chicks, The",Goodbye Earl,4 ,24
2000,"Dixie Chicks, The",Goodbye Earl,5 ,20
2000,"Dixie Chicks, The",Goodbye Earl,6 ,20
2000,"Dixie Chicks, The",Goodbye Earl,7 ,20
2000,"Dixie Chicks, The",Goodbye Earl,8 ,19
2000,"Dixie Chicks, The",Goodbye Earl,9 ,38
2000,"Dixie Chicks, The",Without You,1 ,80
2000,"Dixie Chicks, The",Without You,10 ,40
2000,"Dixie Chicks, The",Without You,11 ,35
2000,"Dixie Chicks, The",Without You,12 ,31
2000,"Dixie Chicks, The",Without You,13 ,33
2000,"Dixie Chicks, The",Without You,14 ,44
2000,"Dixie Chicks, The",Without You,15 ,36
2000,"Dixie Chicks, The",Without You,16 ,35
2000,"Dixie Chicks, The",Without You,17 ,37
2000,"Dixie Chicks, The",Without You,18 ,43
2000,"Dixie Chicks, The",Without You,19 ,51
2000,"Dixie Chicks, The",Without You,2 ,70
2000,"Dixie Chicks, The",Without You,20 ,54
2000,"Dixie Chicks, The",Without You,3 ,63
2000,"Dixie Chicks, The",Without You,4 ,56
2000,"Dixie Chicks, The",Without You,5 ,50
2000,"Dixie Chicks, The",Without You,6 ,49
2000,"Dixie Chicks, The",Without You,7 ,48
2000,"Dixie Chicks, The",Without You,8 ,46
2000,"Dixie Chicks, The",Without You,9 ,41
2000,Dr. Dre,Forgot About Dre,1 ,75
2000,Dr. Dre,Forgot About Dre,10 ,25
2000,Dr. Dre,Forgot About Dre,11 ,25
2000,Dr. Dre,Forgot About Dre,12 ,26
2000,Dr. Dre,Forgot About Dre,13 ,26
2000,Dr. Dre,Forgot About Dre,14 ,28
2000,Dr. Dre,Forgot About Dre,15 ,34
2000,Dr. Dre,Forgot About Dre,16 ,47
2000,Dr. Dre,Forgot About Dre,17 ,58
2000,Dr. Dre,Forgot About Dre,18 ,68
2000,Dr. Dre,Forgot About Dre,19 ,80
2000,Dr. Dre,Forgot About Dre,2 ,55
2000,Dr. Dre,Forgot About Dre,20 ,82
2000,Dr. Dre,Forgot About Dre,3 ,47
2000,Dr. Dre,Forgot About Dre,4 ,36
2000,Dr. Dre,Forgot About Dre,5 ,36
2000,Dr. Dre,Forgot About Dre,6 ,30
2000,Dr. Dre,Forgot About Dre,7 ,30
2000,Dr. Dre,Forgot About Dre,8 ,31
2000,Dr. Dre,Forgot About Dre,9 ,26
2000,Dr. Dre,The Next Episode,1 ,78
2000,Dr. Dre,The Next Episode,10 ,23
2000,Dr. Dre,The Next Episode,11 ,26
2000,Dr. Dre,The Next Episode,12 ,27
2000,Dr. Dre,The Next Episode,13 ,32
2000,Dr. Dre,The Next Episode,14 ,32
2000,Dr. Dre,The Next Episode,15 ,44
2000,Dr. Dre,The Next Episode,16 ,46
2000,Dr. Dre,The Next Episode,17 ,47
2000,Dr. Dre,The Next Episode,18 ,50
2000,Dr. Dre,The Next Episode,19 ,52
2000,Dr. Dre,The Next Episode,2 ,67
2000,Dr. Dre,The Next Episode,20 ,58
2000,Dr. Dre,The Next Episode,3 ,58
2000,Dr. Dre,The Next Episode,4 ,53
2000,Dr. Dre,The Next Episode,5 ,46
2000,Dr. Dre,The Next Episode,6 ,41
2000,Dr. Dre,The Next Episode,7 ,32
2000,Dr. Dre,The Next Episode,8 ,27
2000,Dr. Dre,The Next Episode,9 ,26
2000,Drama,"Left, Right, Left",1 ,100
2000,Drama,"Left, Right, Left",10 ,96
2000,Drama,"Left, Right, Left",11 ,100
2000,Drama,"Left, Right, Left",12 ,98
2000,Drama,"Left, Right, Left",13 ,96
2000,Drama,"Left, Right, Left",2 ,98
2000,Drama,"Left, Right, Left",3 ,89
2000,Drama,"Left, Right, Left",4 ,80
2000,Drama,"Left, Right, Left",5 ,75
2000,Drama,"Left, Right, Left",6 ,73
2000,Drama,"Left, Right, Left",7 ,80
2000,Drama,"Left, Right, Left",8 ,86
2000,Drama,"Left, Right, Left",9 ,91
2000,Dream,He Loves U Not,1 ,99
2000,Dream,He Loves U Not,10 ,18
2000,Dream,He Loves U Not,11 ,11
2000,Dream,He Loves U Not,12 ,8
2000,Dream,He Loves U Not,13 ,5
2000,Dream,He Loves U Not,14 ,2
2000,Dream,He Loves U Not,15 ,2
2000,Dream,He Loves U Not,16 ,3
2000,Dream,He Loves U Not,17 ,3
2000,Dream,He Loves U Not,18 ,3
2000,Dream,He Loves U Not,19 ,7
2000,Dream,He Loves U Not,2 ,92
2000,Dream,He Loves U Not,20 ,9
2000,Dream,He Loves U Not,21 ,10
2000,Dream,He Loves U Not,22 ,11
2000,Dream,He Loves U Not,23 ,10
2000,Dream,He Loves U Not,24 ,19
2000,Dream,He Loves U Not,25 ,23
2000,Dream,He Loves U Not,26 ,28
2000,Dream,He Loves U Not,27 ,38
2000,Dream,He Loves U Not,28 ,46
2000,Dream,He Loves U Not,3 ,81
2000,Dream,He Loves U Not,4 ,59
2000,Dream,He Loves U Not,5 ,47
2000,Dream,He Loves U Not,6 ,42
2000,Dream,He Loves U Not,7 ,32
2000,Dream,He Loves U Not,8 ,27
2000,Dream,He Loves U Not,9 ,18
2000,"Eastsidaz, The",G'D Up,1 ,77
2000,"Eastsidaz, The",G'D Up,10 ,69
2000,"Eastsidaz, The",G'D Up,11 ,83
2000,"Eastsidaz, The",G'D Up,12 ,82
2000,"Eastsidaz, The",G'D Up,13 ,90
2000,"Eastsidaz, The",G'D Up,14 ,94
2000,"Eastsidaz, The",G'D Up,2 ,77
2000,"Eastsidaz, The",G'D Up,3 ,89
2000,"Eastsidaz, The",G'D Up,4 ,64
2000,"Eastsidaz, The",G'D Up,5 ,57
2000,"Eastsidaz, The",G'D Up,6 ,47
2000,"Eastsidaz, The",G'D Up,7 ,47
2000,"Eastsidaz, The",G'D Up,8 ,55
2000,"Eastsidaz, The",G'D Up,9 ,65
2000,"Eastsidaz, The",Got Beef,1 ,99
2000,"Eastsidaz, The",Got Beef,2 ,99
2000,Eiffel 65,Blue (Da Ba Dee),1 ,67
2000,Eiffel 65,Blue (Da Ba Dee),10 ,9
2000,Eiffel 65,Blue (Da Ba Dee),11 ,13
2000,Eiffel 65,Blue (Da Ba Dee),12 ,19
2000,Eiffel 65,Blue (Da Ba Dee),13 ,21
2000,Eiffel 65,Blue (Da Ba Dee),14 ,24
2000,Eiffel 65,Blue (Da Ba Dee),15 ,32
2000,Eiffel 65,Blue (Da Ba Dee),16 ,42
2000,Eiffel 65,Blue (Da Ba Dee),17 ,56
2000,Eiffel 65,Blue (Da Ba Dee),18 ,60
2000,Eiffel 65,Blue (Da Ba Dee),19 ,76
2000,Eiffel 65,Blue (Da Ba Dee),2 ,29
2000,Eiffel 65,Blue (Da Ba Dee),20 ,88
2000,Eiffel 65,Blue (Da Ba Dee),3 ,16
2000,Eiffel 65,Blue (Da Ba Dee),4 ,16
2000,Eiffel 65,Blue (Da Ba Dee),5 ,13
2000,Eiffel 65,Blue (Da Ba Dee),6 ,11
2000,Eiffel 65,Blue (Da Ba Dee),7 ,9
2000,Eiffel 65,Blue (Da Ba Dee),8 ,6
2000,Eiffel 65,Blue (Da Ba Dee),9 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,1 ,36
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,10 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,11 ,8
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,12 ,11
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,13 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,14 ,10
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,15 ,11
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,16 ,12
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,17 ,15
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,18 ,17
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,19 ,23
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,2 ,21
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,20 ,30
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,21 ,38
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3 ,13
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,4 ,9
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,5 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,6 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,7 ,5
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,8 ,7
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,9 ,7
2000,Eminem,Stan,1 ,78
2000,Eminem,Stan,10 ,70
2000,Eminem,Stan,11 ,69
2000,Eminem,Stan,12 ,77
2000,Eminem,Stan,13 ,88
2000,Eminem,Stan,14 ,93
2000,Eminem,Stan,15 ,100
2000,Eminem,Stan,2 ,67
2000,Eminem,Stan,3 ,57
2000,Eminem,Stan,4 ,57
2000,Eminem,Stan,5 ,51
2000,Eminem,Stan,6 ,51
2000,Eminem,Stan,7 ,51
2000,Eminem,Stan,8 ,57
2000,Eminem,Stan,9 ,55
2000,Eminem,The Real Slim Shady,1 ,70
2000,Eminem,The Real Slim Shady,10 ,4
2000,Eminem,The Real Slim Shady,11 ,8
2000,Eminem,The Real Slim Shady,12 ,9
2000,Eminem,The Real Slim Shady,13 ,16
2000,Eminem,The Real Slim Shady,14 ,30
2000,Eminem,The Real Slim Shady,15 ,49
2000,Eminem,The Real Slim Shady,16 ,68
2000,Eminem,The Real Slim Shady,17 ,83
2000,Eminem,The Real Slim Shady,18 ,88
2000,Eminem,The Real Slim Shady,19 ,98
2000,Eminem,The Real Slim Shady,2 ,32
2000,Eminem,The Real Slim Shady,3 ,20
2000,Eminem,The Real Slim Shady,4 ,16
2000,Eminem,The Real Slim Shady,5 ,11
2000,Eminem,The Real Slim Shady,6 ,7
2000,Eminem,The Real Slim Shady,7 ,6
2000,Eminem,The Real Slim Shady,8 ,4
2000,Eminem,The Real Slim Shady,9 ,5
2000,Eminem,The Way I Am,1 ,87
2000,Eminem,The Way I Am,10 ,86
2000,Eminem,The Way I Am,2 ,74
2000,Eminem,The Way I Am,3 ,59
2000,Eminem,The Way I Am,4 ,65
2000,Eminem,The Way I Am,5 ,59
2000,Eminem,The Way I Am,6 ,58
2000,Eminem,The Way I Am,7 ,59
2000,Eminem,The Way I Am,8 ,62
2000,Eminem,The Way I Am,9 ,89
2000,En Vogue,Riddle,1 ,92
2000,En Vogue,Riddle,2 ,92
2000,En Vogue,Riddle,3 ,97
2000,En Vogue,Riddle,4 ,100
2000,"Estefan, Gloria",No Me Dejes De Quere,1 ,77
2000,"Evans, Sara",Born To Fly,1 ,77
2000,"Evans, Sara",Born To Fly,10 ,39
2000,"Evans, Sara",Born To Fly,11 ,34
2000,"Evans, Sara",Born To Fly,12 ,46
2000,"Evans, Sara",Born To Fly,13 ,44
2000,"Evans, Sara",Born To Fly,14 ,36
2000,"Evans, Sara",Born To Fly,15 ,42
2000,"Evans, Sara",Born To Fly,16 ,53
2000,"Evans, Sara",Born To Fly,17 ,58
2000,"Evans, Sara",Born To Fly,18 ,74
2000,"Evans, Sara",Born To Fly,19 ,81
2000,"Evans, Sara",Born To Fly,2 ,71
2000,"Evans, Sara",Born To Fly,20 ,86
2000,"Evans, Sara",Born To Fly,3 ,64
2000,"Evans, Sara",Born To Fly,4 ,57
2000,"Evans, Sara",Born To Fly,5 ,55
2000,"Evans, Sara",Born To Fly,6 ,51
2000,"Evans, Sara",Born To Fly,7 ,46
2000,"Evans, Sara",Born To Fly,8 ,44
2000,"Evans, Sara",Born To Fly,9 ,36
2000,Eve,Got It All,1 ,89
2000,Eve,Got It All,2 ,88
2000,Eve,Got It All,3 ,88
2000,Eve,Got It All,4 ,91
2000,Eve,Got It All,5 ,95
2000,Eve,Love Is Blind,1 ,94
2000,Eve,Love Is Blind,10 ,46
2000,Eve,Love Is Blind,11 ,50
2000,Eve,Love Is Blind,12 ,59
2000,Eve,Love Is Blind,13 ,66
2000,Eve,Love Is Blind,14 ,78
2000,Eve,Love Is Blind,15 ,87
2000,Eve,Love Is Blind,16 ,99
2000,Eve,Love Is Blind,2 ,91
2000,Eve,Love Is Blind,3 ,57
2000,Eve,Love Is Blind,4 ,46
2000,Eve,Love Is Blind,5 ,46
2000,Eve,Love Is Blind,6 ,40
2000,Eve,Love Is Blind,7 ,34
2000,Eve,Love Is Blind,8 ,39
2000,Eve,Love Is Blind,9 ,42
2000,Everclear,Wonderful,1 ,77
2000,Everclear,Wonderful,10 ,25
2000,Everclear,Wonderful,11 ,28
2000,Everclear,Wonderful,12 ,25
2000,Everclear,Wonderful,13 ,11
2000,Everclear,Wonderful,14 ,13
2000,Everclear,Wonderful,15 ,13
2000,Everclear,Wonderful,16 ,11
2000,Everclear,Wonderful,17 ,18
2000,Everclear,Wonderful,18 ,28
2000,Everclear,Wonderful,19 ,36
2000,Everclear,Wonderful,2 ,69
2000,Everclear,Wonderful,20 ,39
2000,Everclear,Wonderful,21 ,45
2000,Everclear,Wonderful,3 ,53
2000,Everclear,Wonderful,4 ,37
2000,Everclear,Wonderful,5 ,33
2000,Everclear,Wonderful,6 ,25
2000,Everclear,Wonderful,7 ,24
2000,Everclear,Wonderful,8 ,23
2000,Everclear,Wonderful,9 ,22
2000,"Fabian, Lara",I Will Love Again,1 ,91
2000,"Fabian, Lara",I Will Love Again,10 ,32
2000,"Fabian, Lara",I Will Love Again,11 ,37
2000,"Fabian, Lara",I Will Love Again,12 ,45
2000,"Fabian, Lara",I Will Love Again,13 ,68
2000,"Fabian, Lara",I Will Love Again,14 ,80
2000,"Fabian, Lara",I Will Love Again,15 ,80
2000,"Fabian, Lara",I Will Love Again,16 ,89
2000,"Fabian, Lara",I Will Love Again,17 ,96
2000,"Fabian, Lara",I Will Love Again,2 ,80
2000,"Fabian, Lara",I Will Love Again,3 ,75
2000,"Fabian, Lara",I Will Love Again,4 ,61
2000,"Fabian, Lara",I Will Love Again,5 ,60
2000,"Fabian, Lara",I Will Love Again,6 ,52
2000,"Fabian, Lara",I Will Love Again,7 ,45
2000,"Fabian, Lara",I Will Love Again,8 ,40
2000,"Fabian, Lara",I Will Love Again,9 ,36
2000,Fatboy Slim,The Rockafeller Skan,1 ,94
2000,Fatboy Slim,The Rockafeller Skan,10 ,92
2000,Fatboy Slim,The Rockafeller Skan,11 ,76
2000,Fatboy Slim,The Rockafeller Skan,12 ,95
2000,Fatboy Slim,The Rockafeller Skan,2 ,94
2000,Fatboy Slim,The Rockafeller Skan,3 ,94
2000,Fatboy Slim,The Rockafeller Skan,4 ,87
2000,Fatboy Slim,The Rockafeller Skan,5 ,77
2000,Fatboy Slim,The Rockafeller Skan,6 ,77
2000,Fatboy Slim,The Rockafeller Skan,7 ,83
2000,Fatboy Slim,The Rockafeller Skan,8 ,82
2000,Fatboy Slim,The Rockafeller Skan,9 ,82
2000,Filter,Take A Picture,1 ,91
2000,Filter,Take A Picture,10 ,19
2000,Filter,Take A Picture,11 ,12
2000,Filter,Take A Picture,12 ,13
2000,Filter,Take A Picture,13 ,15
2000,Filter,Take A Picture,14 ,20
2000,Filter,Take A Picture,15 ,19
2000,Filter,Take A Picture,16 ,22
2000,Filter,Take A Picture,17 ,23
2000,Filter,Take A Picture,18 ,24
2000,Filter,Take A Picture,19 ,31
2000,Filter,Take A Picture,2 ,74
2000,Filter,Take A Picture,20 ,42
2000,Filter,Take A Picture,3 ,64
2000,Filter,Take A Picture,4 ,52
2000,Filter,Take A Picture,5 ,38
2000,Filter,Take A Picture,6 ,38
2000,Filter,Take A Picture,7 ,34
2000,Filter,Take A Picture,8 ,31
2000,Filter,Take A Picture,9 ,21
2000,Foo Fighters,Learn To Fly,1 ,80
2000,Foo Fighters,Learn To Fly,10 ,25
2000,Foo Fighters,Learn To Fly,11 ,22
2000,Foo Fighters,Learn To Fly,12 ,22
2000,Foo Fighters,Learn To Fly,13 ,26
2000,Foo Fighters,Learn To Fly,14 ,20
2000,Foo Fighters,Learn To Fly,15 ,19
2000,Foo Fighters,Learn To Fly,16 ,20
2000,Foo Fighters,Learn To Fly,17 ,26
2000,Foo Fighters,Learn To Fly,18 ,30
2000,Foo Fighters,Learn To Fly,19 ,35
2000,Foo Fighters,Learn To Fly,2 ,69
2000,Foo Fighters,Learn To Fly,20 ,42
2000,Foo Fighters,Learn To Fly,21 ,50
2000,Foo Fighters,Learn To Fly,3 ,68
2000,Foo Fighters,Learn To Fly,4 ,63
2000,Foo Fighters,Learn To Fly,5 ,60
2000,Foo Fighters,Learn To Fly,6 ,52
2000,Foo Fighters,Learn To Fly,7 ,42
2000,Foo Fighters,Learn To Fly,8 ,32
2000,Foo Fighters,Learn To Fly,9 ,30
2000,Fragma,Toca's Miracle,1 ,99
2000,Funkmaster Flex,Do You,1 ,92
2000,Funkmaster Flex,Do You,2 ,92
2000,Funkmaster Flex,Do You,3 ,95
2000,Funkmaster Flex,Do You,4 ,91
2000,Funkmaster Flex,Do You,5 ,91
2000,Funkmaster Flex,Do You,6 ,94
2000,Funkmaster Flex,Do You,7 ,100
2000,Ghostface Killah,Cherchez LaGhost,1 ,98
2000,"Gill, Vince",Feels Like Love,1 ,82
2000,"Gill, Vince",Feels Like Love,10 ,54
2000,"Gill, Vince",Feels Like Love,11 ,53
2000,"Gill, Vince",Feels Like Love,12 ,52
2000,"Gill, Vince",Feels Like Love,13 ,55
2000,"Gill, Vince",Feels Like Love,14 ,52
2000,"Gill, Vince",Feels Like Love,15 ,57
2000,"Gill, Vince",Feels Like Love,16 ,76
2000,"Gill, Vince",Feels Like Love,17 ,91
2000,"Gill, Vince",Feels Like Love,18 ,99
2000,"Gill, Vince",Feels Like Love,2 ,76
2000,"Gill, Vince",Feels Like Love,20 ,91
2000,"Gill, Vince",Feels Like Love,21 ,89
2000,"Gill, Vince",Feels Like Love,3 ,74
2000,"Gill, Vince",Feels Like Love,4 ,73
2000,"Gill, Vince",Feels Like Love,5 ,73
2000,"Gill, Vince",Feels Like Love,6 ,65
2000,"Gill, Vince",Feels Like Love,7 ,59
2000,"Gill, Vince",Feels Like Love,8 ,58
2000,"Gill, Vince",Feels Like Love,9 ,54
2000,"Gilman, Billy",One Voice,1 ,86
2000,"Gilman, Billy",One Voice,10 ,44
2000,"Gilman, Billy",One Voice,11 ,43
2000,"Gilman, Billy",One Voice,12 ,38
2000,"Gilman, Billy",One Voice,13 ,40
2000,"Gilman, Billy",One Voice,14 ,44
2000,"Gilman, Billy",One Voice,15 ,61
2000,"Gilman, Billy",One Voice,16 ,77
2000,"Gilman, Billy",One Voice,17 ,85
2000,"Gilman, Billy",One Voice,18 ,95
2000,"Gilman, Billy",One Voice,19 ,97
2000,"Gilman, Billy",One Voice,2 ,86
2000,"Gilman, Billy",One Voice,3 ,82
2000,"Gilman, Billy",One Voice,4 ,72
2000,"Gilman, Billy",One Voice,5 ,65
2000,"Gilman, Billy",One Voice,6 ,56
2000,"Gilman, Billy",One Voice,7 ,56
2000,"Gilman, Billy",One Voice,8 ,55
2000,"Gilman, Billy",One Voice,9 ,44
2000,Ginuwine,None Of Ur Friends B,1 ,94
2000,Ginuwine,None Of Ur Friends B,10 ,55
2000,Ginuwine,None Of Ur Friends B,11 ,64
2000,Ginuwine,None Of Ur Friends B,12 ,71
2000,Ginuwine,None Of Ur Friends B,13 ,85
2000,Ginuwine,None Of Ur Friends B,14 ,85
2000,Ginuwine,None Of Ur Friends B,15 ,92
2000,Ginuwine,None Of Ur Friends B,2 ,84
